corpus_id,query_id,score,original_query,document_text,synthetic_query,assigned_task_type
c:vabb:341922,3032,1,Van modelwijk tot buurtgerichte veiligheids- en preventiestrategieën: een omgevingscriminologische uiteenzetting,"Het Oud Oefenplein is een sociale woonwijk die door de huisvestingsmaatschappij 'Mechelse Goedkope Woningen' (MGW) tot stand is gekomen. Ze is in de jaren 1950 ontstaan als modelbuurt. Het was een wijk die aantoonde dat modern levenscomfort en sociale huisvesting perfect kunnen samengaan. De pers heeft lange tijd vol lof geschreven over de ideale levensomstandigheden van de buurt. Op relatief korte termijn is het Oud Oefenplein achteruit gegaan. Jarenlange verwaarlozing en verkrotting drukken een stempel op de infrastructuur van de wijk. Ontoereikende middelen, het uitblijven van herstellingswerken en communicatieproblemen met de huisvestingsmaatschappij hebben bijgedragen tot een materiële achterstand van de wijk.  Het Oud Oefenplein is naast de wijk Otterbeek in Mechelen-Noord het enige woongebied binnen de stad Mechelen dat volledig uit sociale huisvesting bestaat. Sinds enkele jaren wordt het Oud Oefenplein gelabeld als 'hotspot ' omwille van criminaliteit- en overlastproblemen. Door berichtgevingen in de media enerzijds en politiemeldingen anderzijds wordt de buurt gelabeld als een 'no-go area'. Bewoners ervaren gevoelens van onbehagen en onveiligheid. Ondanks de aanwezige plural policing-strategie  blijven de gemoederen in de wijk escaleren.  Dit artikel is gebaseerd op een studie (in het kader van een masterproef) die is uitgevoerd in de periode 2008-2009, waarin getracht werd om een zicht te krijgen op de huidige toestand van de wijk. Op basis van een inductieve kwalitatieve onderzoeksmethode zijn twintig personen geïnterviewd (zeven jongeren - zeven bewoners - zes plural policing actoren). Aan de hand van deze resultaten werd een analyse gemaakt van: -	de aard van de meldingen op het Oud Oefenplein, -	de leefwereld van de bewoners, -	de (materiële) omgeving van het Oud Oefenplein, -	de aanwezige plural-policing strategie. Het is onmogelijk om alle resultaten te bespreken in dit artikel. In wat volgt wordt ingezoomd op de achtergrondgeschiedenis van de wijk. Ook de rol van de MGW in de totstandkoming van het Oud Oefenplein wordt besproken. Vervolgens gaat het artikel dieper in op het effect van een (materiële) omgeving op levensomstandigheden, gevoelens van onbehagen en onveiligheid. Tot slot wordt de plural policing- strategie die aanwezig is op het Oud Oefenplein uiteengezet.",Hoe beïnvloedt materiële verwaarlozing leefbaarheid in sociale woonwijken?,Task_3
c:vabb:422017,5783,1,Utopia herontdekt,"Vanuit een onvrede met de vaagheid van de term utopie en een afwijzing van de totalitaire utopieen, wil dit essay het boek Utopia herlezen vanuit deze twee, samenhangende recente fenomenen, de nieuwe golf van privatiseringen, die men in het spoor van Morus ‘de tweede golf van enclosures’ heeft genoemd en de zogenaamde ‘herontdekking van de commons’. Deze herlezing van het boek Utopia leidt tot een herdefinitie van het begrip utopie en een vraag om aandacht voor kleinschalige praktijken van vergemeenschappelijking en tenslotte tot een pleidooi voor een internationale rechtsorde in het teken van het gemeengoed, omdat ‘enclosures’, deze economische toe-eigeningen, omheiningen of afsluitingen van het gemeengoed reeds door de jurist Morus als een misdaad werden bestempeld.",Hoe leiden privatiseringen en gemeengoed tot een herdefinitie van utopie?,Task_1
c:vabb:404547,5335,1,Tax rulings in Nederland: much ado about nothing of verboden staatssteun? Het onderzoek naar Starbucks juridisch geduid,"Op 11 juni 2014 heeft de Europese Commissie een formeel
onderzoek ingesteld naar de door de Nederlandse
belastingdienst afgegeven tax ruling aan koffieketen
Starbucks. De Commissie heeft ernstige twijfels
omtrent de verenigbaarheid van wat werd overeengekomen
in deze ruling met de Europese staatssteunregels.
De uiteindelijke uitkomst van deze zaak is vanuit het
oogpunt van tax planning van een niet te onderschatten
belang. Zij zal namelijk iets kunnen zeggen over de
beleidsmarge die de Commissie de belastingdienst laat
wanneer zij in concrete situaties invulling geeft aan de
beginselen voor transfer pricing, zoals neergelegd in de
Nederlandse belastingwetgeving en de OESO-regels.",Wat betekent EU-onderzoek naar fiscale afspraken voor beleidsruimte overdrachtsprijzen?,Task_2
c:vabb:427780,5913,1,De studenten geneeskunde van de Vlaamse Hogeschool 1916-1918,"Tijdens de Eerste Wereldoorlog (WO I) opent de voormalige Université de Gand haar deuren in het Nederlands onder Duits toezicht. Algemeen kan de activistische Vlaamse Hogeschool als pronkstuk van collaboratie op weinig begrip rekenen. Het merendeel van de Vlaamse beweging, het Gentse professoraat en de bevolking kant zich immers tegen het initiatief. Vandaar dat studenten heel wat weerstand moeten overwinnen om zich in te schrijven. Bovendien is een groot deel van de studenten gemobiliseerd. Ook de faculteit Geneeskunde ondervindt heel wat problemen: er zijn onvoldoende professoren, een Nederlandstalig jargon staat nog in de kinderschoenen, en de meerderheid van de studenten volgt het voorbereidingsprogramma aan de faculteit Wiskunde en Natuurwetenschappen. De Vlaamse Hogeschool trekt dan ook overwegend afgestudeerde scholieren aan uit het voortgezet onderwijs. Zij schrijven zich in uit flamingantisme of worden daartoe gedwongen door de Duitse bezettingspolitiek. Dit artikel sluit aan bij de lezing Studenten geneeskunde van de Vlaamsche Hoogeschool (1916-1918), gehouden op het avondcolloquium De faculteit Geneeskunde tijdens de Eerste Wereldoorlog op 5 november 2014. In het kader van de honderdjarige herdenking van de Eerste Wereldoorlog, en UGentMemorie, het digitale platform dat de bicentennial van de Universiteit Gent in 2017 voorbereidt, is het opzet meer duiding te geven over de studenten van de Gentse Hogeschool. Een lovenswaardig initiatief, want de studentenbevolking blijft tot op heden onderbelicht in de historiografie, hoewel de Vlaamse Hogeschool als onderdeel van een politiek proces goed is bestudeerd.",Kreeg vernederlandst universitair onderwijs in bezettingstijd brede maatschappelijke steun?,Task_3
c:vabb:537844,8498,1,Zinnekes zijn Debest - Diversiteit aan het werk bij Brusselse jongeren van vandaag,"De stad Brussel kent de laatste twee decennia een sterke verjonging en heeft een gemiddelde leeftijd onder die van de andere gewesten. Jongeren vormen er een belangrijk onderdeel van het sociaal weefsel. De diversiteit binnen die Brusselse jeugd biedt echter zowel uitdagingen als kansen. Het merendeel van de jongeren identificeren zich heel sterk met de stad en zien in Brussel het symbool van eenheid in diversiteit. De verschillende breuklijnen die doorheen de stad lopen vormen echter een risico voor de cohesie ervan. Daartegenover staat dat jongeren die opgroeien in een van de meest diverse steden ter wereld een hoge mate van openheid en vooral mededogen vertonen. Zinnekes zijn De Best vormt de eerste weergave van de werkzaamheden van het DEBEST-programma (Democratic Empowerment of Brussels Education, Students and Teachers), een samenwerkingsverband van de Universitaire Associatie Brussel. DEBEST verrichte onderzoek bij 1880 jongeren van 15 à 16 jaar oud om een inkijk te krijgen op hun attitudes en besteedde aandacht aan initiatieven om jongeren te verbinden.",Welke uitdagingen en kansen biedt jeugddiversiteit in stedelijke contexten?,Task_1
c:vabb:440059,6250,1,Racisme in Vlaanderen? Handvaten voor een ontkleurde samenleving,"Debatten over de vraag of er vandaag meer of minder racisme is, zijn naast de kwestie. De vraag die centraal moet staan, is waarom racisme zo aanhoudt en wat eraan kan worden gedaan. De sociale psychologie levert een aantal aanknopingspunten die een stuk relevanter zijn voor het racismedebat. In onze samenleving wordt disproportioneel veel aandacht geschonken aan kleur als maatschappelijk relevant criterium. In deze bijdrage reiken we een aantal handvaten aan voor een ontkleurde samenleving. Maar hoe ziet racismebestrijding 2.0 er dan concreet uit?",Hoe verminder je de aandacht voor kleur als maatschappelijk criterium?,Task_2
c:vabb:81284,8941,1,"“Het vereiste functioneel belang van een gemeenteraadslid voor een beroep tot nietigverklaring tegen een beslissing van de gemeenteraad” (Noot onder R.v.St., nr. 156.151, 9 maart 2006)",Het vereiste functioneel belang van een gemeenteraadslid voor een beroep tot nietigverklaring tegen een beslissing van de gemeenteraad,Welk belang is vereist voor raadsleden bij een annuleringsverzoek tegen besluiten?,Task_3
c:vabb:467797,6760,1,Decreet Lokaal bestuur snoeit in mandaten van gemeente en OCMW,"Op 15 februari is het decreet lokaal bestuur in het Staatsblad verschenen. De nieuwe regelgeving bepaalt vanaf 1 januari 2019 de organisatie, samenstelling en werking van de gemeente, het ocmw en de bijhorende verzelfstandigingen en
samenwerkingsverbanden. Verregaande integratie van gemeente en ocmw, vereenvoudiging en digitalisering zijn de speerpunten.",Welke veranderingen introduceert de nieuwe regelgeving voor lokaal bestuur?,Task_1
c:vabb:421789,5776,1,De rol van gehechtheid in de ontwikkeling van psychopathologie: Speuren naar behandelbare mechanismen,"Meta-analyses tonen aan dat onveilige gehechtheid kinderen en jongeren kwetsbaarder maakt voor de ontwikkeling van psychopathologie. De mechanismen die de link verklaren tussen gehechtheid en zowel internaliserende als externaliserende problemen zijn lange tijd onderbelicht geweest. Nochtans is een grondig begrip van deze mechanismen noodzakelijk om kinderen met dergelijke problemen beter te kunnen begrijpen en behandelen. De huidige bijdrage biedt met dat doel een blik op de recente groei in het ontwikkelingspsychopathologisch
gehechtheidsonderzoek. Studies wijzen uit dat kinderen die meer onveilig gehecht zijn kwetsbaarder zijn voor de ontwikkeling van psychopathologie vanwege de verstoring van verschillende gedrags-, emotie- en cognitieve regulatiemechanismen, namelijk (1) nabijheidzoekend gedrag, (2) emotieregulatiestrategieën, (3) effortful control en (4) cognitieve gehechtheidsgerelateerde processen. De vaststelling dat de kwaliteit van de gehechtheidsrelatie gelinkt is aan een verscheidenheid aan welomschreven regulatiemechanismen verklaart niet alleen waarom onveilige gehechtheid
een transdiagnostische risicofactor is, maar biedt bovendien aanknopingspunten om de hedendaagse gedragstherapeutische praktijk verder te verdiepen en te versterken.",Welke mechanismen verbinden onveilige gehechtheid met internaliserende en externaliserende problemen?,Task_2
c:vabb:378807,4321,1,Themis 85 - Personen- en familierecht,"Dit boek belicht de ontwikkelingen 2011-2013 inzake het afstammingsrecht, onderhoudsuitkeringen na echtscheiding; schuldvorderingen en vergoedingsrechten tussen partners en de invloed van het verbintenissenrecht op EOT-overeenkomsten",Recente juridische ontwikkelingen in familierecht en financiële regelingen bij echtscheiding.,Task_3
c:vabb:161437,124,1,De vele gezichten van het ouder worden. Ieder mens heeft zijn eigen verhaal,Een beschrijving van het ouder worden als levenslang groeiproces; de ouderdom in de hedendaagse wereld; de verschillende aspecten van het ouder worden; de zelfperceptie.,Hoe wordt ouder worden beschouwd als een levenslang groeiproces?,Task_1
c:vabb:427075,5900,1,Raad voor betwisting inzake studievoortgangbeslissingen: analyse van 10 jaar rechtspraak,"De Raad voor Betwistingen inzake Studievoortgangsbeslissingen werd opgericht door de Vlaamse decreetgever in 2004. Ondertussen is het een goed draaiende administratieve rechtbank die in totaal al meer dan 2000 zaken behandelde. In dit artikel wordt een grondige kwantitatieve analyse van de rechtspraak van de Raad van het voorbije decennium uitgevoerd. Er wordt daarbij gekeken naar de evolutie van de werklast en de doorlooptijden, de verschillende bevoegdheden van de Raad, het aantal gegronde vs. ongegronde klachten en de kenmerken van de studenten (bv. opleidingstype, studiedomein) en van hun klachten (bv. voorwerp of complexiteit van de klacht, gebruik van een raadsman).

The Council for disputes about decisions on study progress was constituted by the Flemish legislator in 2004. Meanwhile, it became a well-working administrative court that has treated more than 2000 cases. In the present contribution, a thorough qualitative analysis is carried out of the jurisdiction of the Council during the last decade, focusing on the evolution of the Council’s work load and the lead time of the cases, the various competences of the Court, the number of well-founded vs. unfounded complaints, and the properties of the students lodging the complaints (e.g. object or complexity of the complaint, using a counsellor).",Kwantitatieve analyse van administratieve rechtspraak over studievoortgangsbeslissingen laatste decennium,Task_2
c:vabb:290553,1161,1,Intracellulaire immuunstoornissen bij het chronischevermoeidheidssyndroom en klinische implicaties,Intracellulaire immuunstoornissen bij het chronischevermoeidheidssyndroom en klinische implicaties,Chronisch vermoeidheidssyndroom hangt samen met intracellulaire immuunproblemen.,Task_3
c:vabb:365005,3637,1,"Hoezo, Vlaanderen niet ondernemend? Loopbanen van ondernemers in Europees vergelijkend perspectief","Te weinig Vlamingen en Belgen zetten de stap naar het zelfstandig ondernemerschap. Die bewering heeft de afgelopen jaren sterk het discours over ondernemerschap in Vlaanderen gekleurd. Toegegeven, het is een bewering die gestaafd kan worden met enkele cijfers. Zo wees de Eurobarometer  2004 uit dat slechts 34% van de Belgen, als ze de keuze hadden, zou opteren voor een  zelfstandige activiteit. Dat wordt in internationaal perspectief als een laag cijfer gezien. Ook de data uit de Global entrepreneurship Monitor (GEM) voeden stelselmatig het pessimisme. Uit de jaarlijkse berekening van de Total Entrepreneurial Activity of TEA-index komt België systematisch als het ‘zwarte eendje’ naar voor. Maar is het pessimisme wel terecht? Zowel Eurobarometer als GEM steunen op steekproeven die eerder bescheiden zijn in omvang, zeker wanneer analyses voor subregio’s of deelpopulaties beoogd worden. De centrale vraag is dan ook of het pessimisme stand houdt als we gebruik maken van veel omvangrijker steekproeven of populatiedata. De eerste doelstelling van deze bijdrage is een positionering van de Vlaamse ondernemersgraad  in een Europees perspectief. We beogen zowel een statisch als een dynamisch perspectief. Statisch bekijken we waar precies het Vlaams Gewest zich bevindt in het Europese peloton. Dynamisch schatten we of we er, in Europees perspectief, sneller of trager ‘op vooruit’ gaan. De tweede doelstelling is om meer zicht te krijgen op de transities naar zelfstandig ondernemerschap.  We zijn daarbij vooral geïnteresseerd in de transitiekansen vanuit loonarbeid en werkloosheid, en dit eveneens in een vergelijking met de andere Belgische gewesten en de overige EU-lidstaten. We doen hiervoor beroep op drie omvangrijke databestanden: de European Labour Force Survey (ELFS), het datawarehouse Arbeidsmarkt & Sociale Bescherming (AM&SB) en het loopbaanpanel uit het datawarehouse AM&SB.",Zijn de lage ondernemerscijfers in Europese landen terecht volgens onderzoek?,Task_1
c:vabb:466092,6726,1,Externe diensten preventie en bescherming - Werk aan de winkel,"De interbedrijfsgeneeskundige diensten werden ter uitvoering van een Europese richtlijn omgevormd tot multidisciplinaire externe diensten voor preventie en bescherming op het werk. Sinds enige tijd hangt de werkgeversbijdrage niet alleen meer af van het aantal werknemers, maar ook van de activiteit van de onderneming. Daardoor zal de focus ongetwijfeld verder verschuiven van het gezondheidstoezicht naar andere welzijnsdomeinen, zoals onder meer de psychosociale aspecten van het werk en de primaire preventie. De auteurs onderzoeken welke knelpunten bestaan op het vlak van het gezondheidstoezicht en van de nieuwe tariferingsregeling en of een nood aan uitbreiding van het takenpakket van de externe diensten voor preventie en bescherming op het werk bestaat.",Welke knelpunten kent het gezondheidstoezicht door de nieuwe tariferingsregeling?,Task_2
c:vabb:384133,4457,1,Self-study onderzoek door lerarenopleiders onder de loep. Een internationale literatuurstudie,"Dit artikel doet verslag van een internationale literatuur-studie naar self-study onderzoek door lerarenopleiders. Via het zelf onderzoeksmatig analyseren van de opleidings-praktijk door middel van self-study, willen leraren-opleiders hun professionele expertise expliciteren en toetsen en zo tegelijkertijd bijdragen tot theorievorming over het opleiden van leraren. Op basis van een analyse van de onderzoeksliteratuur, omschrijven we self-study als het onderzoek naar de eigen praktijk door lerarenopleiders dat de volgende kenmerken heeft: self-study onderzoek focust op de eigen praktijk; om die reden privilegieert ze kwali-tatieve onderzoeksmethoden; het onderzoeksproces is inter-actief; en trustworthiness primeert in het beoordelen van haar onderzoekskwaliteit. Deze samenhangende, en deels overlappende, kenmerken karakteriseren self-study als een specifieke methodologie die lerarenopleiders gebruiken om hun eigen praktijk te onderzoeken en onderscheiden haar tegelijkertijd van verwante benaderingen. Vervolgens zetten we het empirische self-study onderzoek af tegen haar dubbele ambitie van praktijkoptimalisering en theorie-ontwikkeling en formuleren we twee spanningen die expliciet aandacht verdienen omdat ze de uiteindelijke waarde van self-study onderzoek kunnen ondermijnen: de spanning tussen relevantie en rigoreusiteit en tussen effectiviteit en inzicht. Op basis van de resultaten van deze literatuur-studie ontwikkelen we tot slot een concreet perspectief op de mogelijkheden van self-study onderzoek in de Vlaamse en Nederlandse opleidingscontext.",Welke spanningen ondermijnen de waarde van zelfonderzoek in lerarenopleidingen?,Task_3
c:vabb:387670,4568,1,Politie en mensenrechten,"politie en mensenrechten
<br/>nieuwe gans herwerkte bijdrage met deze keer aandacht voor thema's zoals fouillering, betogingen en privacy","Welke mensenrechtenaspecten zijn relevant bij politieoptreden omtrent fouillering, betogingen en privacy?",Task_1
c:vabb:488791,7114,1,Handboek voor toneelschrijvers?,"Review of Nirav Christophe, 'Tienduizend idioten. Poëtica, schrijfproces en pedagogie van het hybride theaterschrijven vanuit Bakhtins 'Meerstemmigheid''","Hoe beïnvloedt meerstemmigheid poëtica, schrijfproces en pedagogie van hybride toneel?",Task_2
c:vabb:375727,4018,1,Kwaliteitsvolle bedrijfsgebouwen / West-Vlaanderen 2008-2009,"Deze publicatie illustreert hoe ondernemend West-Vlaanderen kwalitatief, recreatief en tegelijk functioneel uit de hoek kan komen bij de bouw of renovatie van bedrijfsvestigingen. De publicatie focust op ontwerp- en realisatiemogelijkheden en onthult ingenieuze antwoorden op vragen van toekomstige opdrachtgevers",Bestaan er ingenieuze antwoorden voor functionele recreatieve bedrijfsvestigingen?,Task_3
c:vabb:326738,2403,1,Is het het recht op inzage en afschrift van het verzorgingsdossier in rust-en verzorgingstehuizen een basisrecht?,De wetgever heeft met de invoering van de Wet patiëntenrechten de basisrechten vastgelegd die door de zorgverleners moeten nageleefd worden die onder de toepassing van deze wet vallen. Het recht op inzage en afschrift geldt ook voor het  verzorgingsdossier in een rust- en verzorgingstehuis. De wettelijke grondslag voor dit toegangsrecht is verankerd in de Wet van 8 december 1992 betreffende de verwerking van persoonsgegevens. De patiënt kan op deze wet terugvallen wanneer de Wet op de patiëntenrechten niet van toepassing is.,Welke juridische basis regelt toegang tot zorgdossiers als patiëntenrechten niet gelden?,Task_1
c:vabb:491441,7246,1,L’Arménie dans la politique et l’imagination belge de l’avant-guerre,"Dit artikel onderzoekt de plaats van Armenië en (Osmaanse) Armeniërs in de Belgische verbeelding in de laatste drie decennia vóór 1914. Terwijl “Oosterse christenen” tot dan toe vooral wetenschappelijke en religieuze belangstelling hadden genoten, nam de aandacht voor de Osmaanse Armeniërs in België toe en werd deze aandacht breder na de bloedbaden van 1894-1896. Terwijl de katholieke regering (die erop gebrand was om de belangen van het Belgisch kapitaal in het Osmaanse rijk te beschermen) de slachtpartijen niet publiek veroordeelde, veroorzaakten deze moorden een grote verontwaardiging in de Belgische pers en ontstonden er verschillende hulpcomités in het land. In het parlement bekritiseerde een nieuwe generatie linkse politici en intellectuelen hevig het Hamidiaanse regime. We beargumenteren dat de ‘Armeense kwestie’ cruciaal was voor de opkomst van een nieuwe internationalistische en ‘humanitaire’ bezorgdheid in de Belgische politiek die voornamelijk van liberale en socialistische herkomst was, maar die ook aansloeg bij een groep christen-democraten. Zowel links als rechts percipieerde de Armeense kwestie vooral als een botsing tussen beschaving en barbarij (en vaak het christendom en de Islam). Als zodanig laten we zien hoe racisme en paternalisme intrinsiek en fundamenteel aanwezig waren in het ontstaan van ‘liberale’ emancipatorische vertogen en een armenofiele beweging, die uiteindelijk een minderheidsbeweging in België bleef.",Welke factoren leidden tot humanitaire bezorgdheid in Belgische politiek voor 1914?,Task_2
c:vabb:141740,7,1,Is galantamine een waardevolle aanwinst voor de behandeling van dementie? De patiënt temidden van de evidentie,"In de vorige artikels werd de lezer wegwijs gemaakt in achtereenvolgens de ontwikkeling van een PICO bij een klinisch probleem, de trapsgewijze electronische zoektocht naar bruikbare literatuur en ten slotte de kritische beoordeling van de opbrengst ervan. Hierbij hebben de auteurs getracht de nodige theoretische basis of achtergrond aan te dragen om de verschillende stappen gemakkelijke te kunnen volgen en de nodige vaardigheden in te oefenen. Dit laatste artikel van de reeks toont waarmee de huisarts rekening moe houden wanneer hij de gevonden evidentie wil toepassen op de individuele patiënt.",Welke aandachtspunten zijn er voor huisartsen bij bewijstoepassing op patiënten?,Task_3
c:vabb:439021,6218,1,"Digitale procesvoering en informatieveiligheid: integriteit van het systeem grondwettelijk beschermd?', noot bij R.v.St. 9 februari 2016",De Raad van State vernietigt het bestreden uitvoeringsbesluit omdat de wijze van transport van de proceshandelingen niet veilig is. Wat wordt daarmee bedoeld? Het komt erop neer dat – in casu – de overheid voorafgaandelijk aan het gebruik van een welbepaald informaticasysteem een risicoanalyse – of risk based assessment – moet uitvoeren.,Waarom moet de overheid een risicoanalyse uitvoeren voor digitale systemen?,Task_1
c:vabb:394163,4931,1,Liber Amicorum Anne Mie Draye,"Anne Mie Draye is actief in het erfgoedrecht, het omgevingsrecht, de ruimtelijke ordening en het bestuursrecht in het algemeen. Haar impact in deze rechtsdomeinen, zowel op de totstandkoming van de wetgeving, de ontwikkeling van doctrine als op de rechtspraktijk komt tot uiting in dit Liber Amicorum Anne Mie Draye. Vanuit hun eigen vakgebied en specialisatie analyseren collega’svrienden aan de hand van een casus of probleemstelling een aspect van het erfgoedrecht, omgevingsrecht, bestuursrecht of leggen zij de link tussen het bestuursrecht en een ander rechtsdomein.","Analyse van invloed op wetgeving, doctrine en rechtspraktijk in rechtsdomeinen.",Task_2
c:vabb:426882,5895,1,De basisbehoeften van de Zelf- Determinatie Theorie: een samenvatting van de literatuur,"De Zelf-Determinatie Theorie stelt dat mensen – naast hun fysieke behoeften – ook drie essentiële psychologische basisbehoeften hebben: de behoefte aan Autonomie, Betrokkenheid en Competentie (ABC). Wanneer deze behoeften vervuld zijn, zijn
medewerkers kwalitatief goed gemotiveerd, voelen ze zich goed
in hun vel en presteren ze beter. Op basis van 119 verschillende studies presenteert deze meta-analyse evidentie voor de gevolgen van de basisbehoeften, hun oorzaken en het belang van elk van de basisbehoeften als afzonderlijke vitamines voor optimaal functioneren.",Bevestigen studies de invloed van psychologische behoeften op werknemersprestaties en welzijn?,Task_3
c:vabb:183958,492,1,"The threads of time, the tapestry of life",Verslag studienamiddag: ‘Ontmoeting met Dr. H.B. Levine – Time and timelessness in the treatment of personality disorders’.,Welke temporele aspecten zijn van belang bij de behandeling van persoonlijkheidsstoornissen?,Task_1
c:vabb:351326,3418,1,Rechts-extremistische groeperingen in Vlaanderen,"Ondanks de grote wandaden gedurende de Tweede Wereldoorlog bleek het extreemrechtse segment helemaal niet verdreven te zijn uit de maatschappij. Gewelddaden zoals die van Anders Behring Breivik doen ons terugdenken aan het nazistische beeld van massamoord, vernietiging en verovering. Ook in Vlaanderen werd de maatschappij geconfronteerd met extreemrechts partijen, groeperingen en indivi- duen die radicaal hun stempel wensten te drukken op de hedendaagse samenleving. Politionele en justitiële diensten konden aanvankelijk amper in beperkte mate reageren tegen deze vorm van extremisme. Toch kon men in 2010 de activiteiten van groeperingen zoals Blood and Honour sterk terugdringen.",Welke maatregelen troffen autoriteiten tegen voortbestaand extreemrechtse groeperingen?,Task_2
c:vabb:270250,674,1,Werkplekcondities lerend gebruiken,De belangstelling voor het leren op en nabij de werkplek neemt toe. De vraag rijst echter hoe zicht en 'greep' te krijgen op het leren op de werkplek en hoe daartoe een beleid te voeren. Het werkplekleren en de deelname van medewerkers aan informele leerpraktijken zijn immers veel minder te vatten en te sturen met het bekende HRD-arsenaal.,Zijn traditionele HRD-methoden effectief voor informeel werkplekleren?,Task_3
c:vabb:82320,9089,1,"Meer eenvoud en samenhang in de procesvoering: utopie of realiseerbaar ideaal ?, in De praktijkjurist, XIII",Meer eenvoud en samenhang in de procesvoering,Wat is het doel van het optimaliseren van procesvoering?,Task_1
c:vabb:540458,8628,1,Groen achter de (jonge) oren : sociale verschillen in groenbeleving en -toegang,"Investeringen in het vergroenen van de publieke ruimte staan in de nasleep van de coronacrisis hoog op de maatschappelijke en politieke agenda. De vergroening van het bebouwde weefsel en het versterken van het fijnmazige groenblauwe netwerk is ook een manier om onze ruimte beter aan te passen aan de gevolgen van klimaatverandering en de ecologische kwaliteit van de omgeving te verbeteren. Groen in de buurt ondersteunt de fysieke en mentale gezondheid. Het plannen van en met natuur, krijgt daarom ook hoe langer hoe meer aandacht van ruimtelijke professionals.",Waarom is vergroening van de publieke ruimte belangrijk na corona?,Task_2
c:vabb:425317,5842,1,Het gebruik van prestatiemaatstaven voor supply chain management,"Probleemstelling en onderzoeksvragen:Hoe kunnen partners in de toeleveringsketen hun prestatiemeetsysteem verbeteren om hun efficiëntie en effectiviteit te verhogen? Welke problemen en mogelijke oplossingen worden bestudeerd in recent wetenschappelijk onderzoek? 
Onderzoeksmethode: Literatuuronderzoek op basis van recente publicaties rond prestatiemeting in globale toeleveringsketens in management control en operations research 
Bevindingen: Vooreerst dient het prestatiemeetsysteem de waarde-creatie binnen de toeleveringsketen te weerspiegelen, en nauw aan te sluiten bij de beoogde strategie. Daarnaast dient het prestatiemeetsysteem de nood aan flexibiliteit en duurzaamheid van de integrale toeleveringsketen uit te drukken. 
Betekenis voor de financiële functie: De recente literatuur geeft aan dat het opstellen van een coherent en geïntegreerd prestatiemeetsysteem bepalend kan zijn voor het succes van wereldwijde toeleveringsketens. Niet alle informatie stroomt immers even goed door naar de verschillende partners in de keten. Voor de financiële functie blijft het een grote uitdaging om de juiste prestatiemaatstaven te selecteren en op te volgen, zonder de managers met een overdaad aan maatstaven te belasten.",Bevestigt onderzoek dat geïntegreerde prestatiemeting essentieel is voor wereldwijde toeleveringsketensucces?,Task_3
c:vabb:174778,392,1,Financiële stimuli bij herplaatsing,Eén van de conclusies van de Werkegelegenheidsconferentie draagt als titel 'Herstructurering met het oog op het aanreiken van nieuwe kansen'.  De titel is wat ongelukkig gekozen. Alsof we bedrijfsherstructurering moeten stimuleren om tewerkstellingskansen te creëren.  De titel dekt gelukkig de lading niet.,Moet bedrijfsherstructurering gestimuleerd worden voor meer tewerkstellingskansen?,Task_1
c:vabb:374991,3918,1,Code droits voisins,"Selectie wetgeving ""naburige rechten""",Welke overwegingen spelen mee bij wetgeving voor gerelateerde rechten?,Task_2
c:vabb:86317,9304,1,Demografie & samenleving,"'Demografie & Samenleving' is het eerste wetenschappelijk basiswerk in het Nederlands over demografie. In 10 hoofdstukken komen omzeggens alle demografische aspecten aan bod, gaande van definities en basisprincipes, over databronnen, nataliteit, nuptialiteit en samenlevingsvormen, mortaliteit, bevolkingsgroei en -projecties, structuur van de bevolking, beleidsrelevante vraagstukken, tot wereldbevolking, en ruimtelijke mobiliteit. Samen geven deze aspecten een verantwoord inzicht in demografische kengetallen, evoluties, trends en gevolgen. Hoewel de demografische basisprincipes eveneens ruim aan bod komen is dit werk hoofdzakelijk sociaal-wetenschappelijk en niet zo zeer statistisch of wiskundig georiënteerd. Het handboek is multidisciplinair opgevat en biedt voor veel mensen die direct of indirect met demografie in aanraking komen een verrijkend raamwerk waarmee ze elementen uit hun eigen vakgebied kunnen analyseren.

Rijkelijk geïllustreerd met tabellen, figuren, info's en bijlagen, wordt in 'Demografie & Samenleving' een verhelderende kijk gegeven op de Belgische, Nederlandse en tevens de Europese en mondiale demografische situatie. Uitgebreide bibliografische referenties, inhoudslijsten, een index en een vertalend lexicon maken het boek gebruiksvriendelijk voor elke lezer.",Is een Nederlands demografisch basiswerk voornamelijk statistisch georiënteerd?,Task_3
