query_id,score,corpus_id,original_query,document_text,synthetic_query,assigned_task_type
69630,1,69630,Catering stadhuis gemeente Gorinchem.,Cateringwerkzaamheden en aanvullende werkzaamheden (o.a. vullen/reinigen combi- en koffieautomaten) op het stadhuis van de gemeente Gorinchem.,Diensten voor catering en onderhoud van koffieautomaten in een gemeentelijk pand,Task_2
114851,1,114851,Wonen in Friesland 2022 (Open-House),"Deze tender betreft de inkoopprocedure Wonen in Friesland 2022 volgens de Open House methode.Elke geïnteresseerde jeugdhulpaanbieder waarop geen uitsluitingsgronden van toepassing zijn en die aan de gestelde eisen voldoet, komt in aanmerking voor een raamovereenkomst. In het beschrijvend document is beschreven op welke wijze en waaraan de inschrijving dient te voldoen om voor een raamovereenkomst in aanmerking te komen.Naast deze opdracht worden gelijktijdig meerdere opdrachten voor de jeugdhulp in Friesland gepubliceerd op Negometrix, deze opdrachten zijn: Specialistische Jeugdhulp segment ASpecialistische Jeugdhulp segment BPleegzorg in FrieslandErnstige enkelvoudige dyslexie (EED) in Friesland.Voor instructies omtrent het digitaal aanbieden in Negometrix, wordt verwezen naar het instructiedocument Digitaal Aanbieden.",Zijn er aanbestedingen voor jeugdzorg die openstaan voor veel aanbieders?,Task_3
2129,1,2129,Aanschaf Reiniging en Desinfectie Wasstraat t.b.v. Endoscopen en Instrumentarium incl. Installatie en Onderhoud,Het UMCG is voornemens om de reiniging en desinfectie van flexibele endoscopen te centreren op één nieuw te bouwen locatie.Hiervoor is nodig de volgende apparatuur:Voorreinigingsmeubel(s)endoscopendesinfector(en)droogkast(en)registratie- en traceerbaarheidssoftwareoptioneel bakkenwasmachine (niet in deze aanbesteding opgenomen),"Aanbestedingen voor centrale faciliteit endoscoopreiniging, desinfectie en traceerbaarheid.",Task_1
7545,1,7545,Marktconsultatie Boekbestellingen,Deze publicatie betreft een Marktconsultatie voor het aandachtsgebied Boekbestellingen. Hiermee hopen wij informatie uit de markt te krijgen die ons kan helpen bij het maken van keuzes over de wijze waarop wij deze dienstverlening in de markt willen zetten. Wageningen University & Research (WUR) biedt alle potentieel geïnteresseerde partijen de gelegenheid om aan dit proces deel te nemen. De Marktconsultatie is openbaar en daartoe gepubliceerd op de platforms Mercell en TenderNed.We zijn geïnteresseerd in mogelijke oplossingen en potentiële marktpartijen betreffende dienstverlening betreffende Boekbestellingen.,Waarom wordt marktverkenning voor dienstverlening boekbestellingen gehouden?,Task_2
74166,1,74166,Inhuur senior inkoopadviseur,Inhuur senior inkoopadviseur,Bevestigen aanbestedingen de behoefte aan ervaren inkoopadviseurs?,Task_3
69113,1,69113,Onderhoud drainage.,"Het herstellen van drainage-systemen, het aanleggen van nieuwe drainage-systemen, regulier onderhoud en storingsopvolging drainage-systemen.","Aanbestedingen voor aanleg, herstel, onderhoud en afhandeling storingen drainage.",Task_1
85001,1,85001,Warmtenet Componistenbuurt,"Gemeente Zutphen ontwikkelt, in samenwerking met haar ketenpartners de lokale energiecoöperatie Zutphen Energie (ZE), Firan, Woonbedrijf ieder1 en Rijkswaterstaat, het warmteproject Componistenbuurt. In het project is de IJssel de hoofdbron voor een warmtepomp in de wijk. Met de warmtepomp wordt een MT-warmtenet gevoed dat ruim 700 flatwoningen en grondgebonden woningen van warmte zal voorzien. Ongeveer 75% van de woningen is in bezit van Woonbedrijf ieder1 – het restant is particulier bezit. Ook zes kleinere utiliteitsgebouwen zullen worden aangesloten.",Informatie over warmtepomp projecten met waterbron voor stadsverwarming,Task_2
25406,1,25406,EA Specialistische Reiniging rollend materieel.,"Het verrichten van specialistische reiniging in/aan rollend materieel in onderhoud bij NedTrain BV. Hieronder valt het in- en uitwendig verwijderen van graffiti, het reinigen na ongeval met mens en/of dier, reiniging gerelateerde werkzaamheden zoals specialistische behandeling van oppervlakken en/of materialen in/aan materieel (polijsten van beglazing, behandeling van (scheiding)wanden, et cetera).",Omvatten aanbestedingen voor reiniging van rollend materieel ook specialistische behandelingen?,Task_3
32983,1,32983,Inspectie en reiniging rioolgemalen,"De gemeente Gooise Meren voert het beheer over het riool, door dit te reinigen, inspecteren en te repareren. De levensduur van het riool wordt verlengd en de gemeente heeft zo inzicht in de staat. Groot onderhoud en herinrichtingen bovengrondse openbare ruimte kunnen aangepast worden op de levensduur van het onderliggende riool. De gemalen en pompen zijn speciale onderdelen van het riool en vergen dan ook een speciale aanpak, en gespecialiseerd beheer.Doelstelling van de aanbesteding is een opdrachtnemer te contracteren die de Opdrachtgever met zijn werkzaamheden kan ontzorgen en de hinder voor omwonenden en weggebruikers minimaliseert.",Aanbestedingen voor onderhoud riool en gemalen met aandacht voor omgeving.,Task_1
25553,1,25553,1-276-16 Staal- en constructiewerkwerkzaamheden,Raamovereenkomst met één onderneming,Uitleg nodig over raamovereenkomsten afgesloten met slechts één partij.,Task_2
70436,1,70436,"Refurbished computers, randapparatuur en recyclage/refurbishen voor onderwijsinstellingen","levering van en diensten voor refurbished computers, randapparatuur en recyclage/refurbishen voor onderwijsinstellingen",Toon aanbestedingen die duurzame IT-investeringen onderwijsinstellingen bevestigen.,Task_3
71535,1,71535,"De volledige studieopdracht voor de opmaak van een stedenbouwkundig inrichtingsplan, landschapsontwerp en de bouw van een sporthal voor de site De Bres-Leide-Slingerweg te Halle.","De stad Halle liet enkele jaren geleden een stedenbouwkundige en landschappelijke visie uittekenen onder de noemer ‘landschapspark Halle’. Hierin toont de stad duidelijk de ambitie om de Zennevallei te herwaarderen en de omgeving van de waterloop te transformeren tot een langgerekt landschapspark. Eén van de strategische plekken in deze visie is de omgeving van De Bres-Leide-Slingerweg. De zone wordt in het landschapspark aangeduid als een scharnierpunt tussen verschillende stedelijke en infrastructurele ontwikkelingen. De site ligt in het hart van de stad maar doet zich vandaag eerder voor als een stadsrandplek waar parkings en wegenis de aandacht opeisen. De stad wenst de volledige zone te transformeren tot een geïntegreerd parklandschap met ruimte voor water, sport, recreatie en natuur. Om al deze aspecten optimaal met elkaar te verweven wordt er gestreefd naar één totaalontwerp. Een van de speerpunten in de visie voor dit stadsdeel is het opnieuw openleggen van een deel van de Zenne. Om dit waar te maken gaat de stad een partnerschap aan met de Vlaamse Milieumaatschappij (VMM).",Ontwerp voor transformatie stedelijke zone naar parklandschap met openleggen rivier,Task_1
16921,1,16921,BL 4/2012 afdekmateriaal OK.,"Levering van steriel chirurgisch afdekmateriaal en sets ten behoeve van het operatiekwartier van het AZ St.-Elisabeth Herentals vzw, Nederrij 133 te 200 Herentals.",Waar vind ik uitleg over levering medisch afdekmateriaal operatiekamers?,Task_2
81788,1,81788,NU OGT - Bouwprojectmanager Schakelcollege,"Deze opdracht komt voort uit het DAS Projectmanagers en Directievoerders, en ziet op de inzet van een bouwprojectmanager tijdens de ontwerp- en realisatiefase (inclusief oplevering en nazorg) van de nieuwbouw locatie Reitse Hoevenstraat 20 te Tilburg inclusief de begeleiding van de aanbesteding voor het Engineer, Build & Maintain team.",Is er behoefte aan bouwprojectmanagers voor nieuwbouw met integrale aanbestedingsbegeleiding?,Task_3
35793,1,35793,Inburgeringsvoorzieningen,Het betreft de afbouw van de dienstverlening tbv inburgeringsvoorzieningen.,aanbestedingen voor de afbouw van inburgeringsdiensten,Task_1
77278,1,77278,"Schoonmaak, glasbewassing gym-/sportaccommodatie, 2 zwembaden en locaties Natuurcentrum Arnhem.","Schoonmaakonderhoud van gymzalen en les-en kantoorruimten (perceel 1) englasbewassing van gymzalen, les- en kantoorruimten en 2 zwembaden(perceel 2).Het doel is het aangaan van een overeenkomst per perceel met 1 partij die de door de aanbestedende dienst gewenste dagelijkse schoonmaakkwaliteit gaat leveren tegen een marktconforme prijs, gericht op blijvende kwaliteitsverbetering waarbij het uitgangspunt is dat de accommodaties schoon,veilig én functioneel moeten zijn. De huidige dienstverlener voert de schoonmaak uit totdat de nieuweovereenkomst ingaat. Het is toegestaan dat 1 marktpartij beide percelen verwerft.",Doel en omvang aanbesteding schoonmaak en glasbewassing diverse gebouwen.,Task_2
21503,1,21503,Allergie diagnostiek.,"De opdracht betreft levering van diagnostiek allergie en auto-immuun testen. Het betreffende diagnostische pakket omvat een ruim aantal bepalingen op het gebied van allergie, waarbij de bepalingen van allergenen componenten en tryptase noemenswaardig zijn gezien hun academische karakter, en op het gebied van auto-immuunziekten (met name diagnostiek naar coeliakie en antifosfolipidensyndroom). Voor al deze testen is het essentieel om kwantitatieve uitslagen te kunnen rapporteren. Vanwege efficiënt gebruik van het laboratoriumoppervlak is het zeer wenselijk om dit diagnostische pakket op 1 analyzer uit te voeren.",Aanbestedingen voor geïntegreerde allergie en auto-immuun diagnostiek op één platform.,Task_3
80705,1,80705,GA21210-2432 Regulier Onderhoud Hygiene.,Het werk bestaat in hoofdzaak uit:— verwijderen zwerfafval;— ledigen afvalbakken;— schoonmaken terreinmeubilair;— schoonmaken bebording;— schoonmaken toiletgebouwen.,Aanbestedingen voor reinigen en onderhouden van publieke buitenruimtes,Task_1
29096,1,29096,Levering en onderhoud Materieel gladheidsbestrijding Gemeente Westerkwartier,"De aan te besteden opdracht, zoals gespecificeerd in de bijgevoegde aanbestedingsstukken, betreft de Levering van gladheidbestrijdingsmaterieel inclusief bijbehorende Dienstverlening voor de gemeente Westerkwartier. Tot de werkzaamheden behoren het gebruiksklaar leveren van Materieel en Onderhoud (waaronder het uitvoeren van preventief en correctief onderhoud aan dit Materieel en het bestaande Materieel op de locaties gedurende de looptijd van het raamcontract). Tot de dienstverlening wordt ook gerekend het verzorgen van alle data en informatie rondom inzet en prestaties van ingezet Materieel. Tot het Materieel wordt gerekend sneeuwploegen, (nat)zoutstrooiers en sproeiers  zoals nader zijn beschreven in deze Aanbestedingsleidraad.",Wat omvat een aanbesteding voor winterdienst apparatuur en service?,Task_2
91276,1,91276,Raamcontract voor de levering en installatie van transportkarren ten behoeve van de zorg.,Raamcontract voor de levering en installatie van transportkarren ten behoeve van de zorg.,Bevestigen aanbestedingen de behoefte aan transportkarren in de zorg?,Task_3
74530,1,74530,"Gemeenten Giessenlanden, Leerdam en Zederik — Europese openbare aanbesteding accountant.","Op grond van artikel 213 Gemeentewet wijst de gemeenteraad 1 of meer accountants als bedoeld in artikel 393, eerste lid, van Boek 2 van het Burgerlijk Wetboek aan, belast met de controle van de jaarrekening en het daarbij aan de raad verstrekken van een accountantsverklaring en het uitbrengen van een verslag van bevindingen. De opdrachtgever is voornemens om aan 1 professionele en betrouwbare ondernemer de opdracht te gunnen.",Aanbestedingen voor accountantsdiensten: controle jaarrekening en verslag bevindingen.,Task_1
15968,1,15968,Afsluiten van een contract met betrekking tot decentrale reprografie op verschillende locaties van de Karel de Grote-Hogeschool VZW.,Afsluiten van een contract met betrekking tot decentrale reprografie op verschillende locaties van de Karel de Grote-Hogeschool VZW.,Aanbesteding print- en kopieerdiensten voor onderwijsinstelling met meerdere locaties,Task_2
126991,1,126991,Koffievoorziening/warmedrankenautomaten.,Opdrachtgever wil een overeenkomst met 1 leverancier die de koffievoorziening/warmedrankenvoorziening van de deelnemers naar een hoog kwalitatief niveau brengt en waarbij een hoge tevredenheid van de gebruikers de norm zal zijn. De leverancier is in staat om deze hoge tevredenheid te meten en actief te handhaven; de leverancier gaat hierbij pro-actief om met mogelijke veranderingen in de smaakbeleving van de gebruikers. De opdrachtnemer is verantwoordelijk voor het leveren van een goed product en een goed serviceniveau gedurende de gehele contractperiode.,Vereisen aanbestedingen meting en handhaving van hoge gebruikerstevredenheid drankvoorziening?,Task_3
61582,1,61582,31160209 Klanttevredenheidsonderzoeken,"Het implementeren van een Systeem en ondersteunende dienst (bv. advies t.b.v. inrichten klantonderzoek) voor het meten van de klanttevredenheid, -behoeften en -beleving binnen de Corporate Dienst.In paragraaf 4.2.1 is aangegeven welke documenten moeten worden ondertekend door middel van een gekwalificeerde elektronische handtekening.","Zoek aanbestedingen voor meten klanttevredenheid, behoeften en beleving.",Task_1
90452,1,90452,Groenonderhoud kalenderjaar 2015 voorbehouden aan beschutte of sociale werkplaatsen.,Groenonderhoud van de provinciale domeinen/scholen/instellingen.Groenonderhoudsdiensten aan het tuincomplex van de provinciale domeinen/scholen/instellingen van Oost-Vlaanderen voorbehouden aan beschutte of sociale werkplaatsen en initiatieven van de sociale inschakeleconomie.,Aanbestedingen voor groenonderhoud provinciale terreinen door sociale economie,Task_2
97335,1,97335,Installatietechniek en onderhoud Kampen & Overijssel,De opdracht bestaat uit Installatietechniek en onderhoud voor de gemeente Kampen en provincie Overijssel.Aanbestedende dienst voor deze aanbesteding is de gemeente Kampen en provincie Overijssel.Gemeente KampenHet uitvoeren van preventief en correctief werktuigbouwkundig onderhoud in zes gebouwen van de gemeente Kampen.Provincie OverijsselHet uitvoeren van het preventief en correctief onderhoud van de installaties en het klein bouwkundig onderhoud.,Wordt preventief en correctief installatie- en bouwkundig onderhoud uitbesteed door overheden?,Task_3
72313,1,72313,PO/CAL/2009/0210 - Raamcontract voor opmeet- en tekenwerk van stedelijke gebouwen ter voorbereiding op masterplanning en onderhoudsplanning.,Raamcontract voor opmeet- en tekenwerk van stedelijke gebouwen ter voorbereiding op masterplanning en onderhoudsplanning.,Aanbestedingen voor inmeten en tekenen stedelijke gebouwen voor lange termijn en onderhoud.,Task_1
37043,1,37043,Bedrijfskleding,"De opdracht betreft het leveren van bedrijfskleding (werkkleding, veiligheidskleding en persoonlijke beschermingsmiddelen) voor met name de buitendienstmedewerkers van de afdeling Openbare Ruimte, de havendienst en de sportaccommodaties .","Aanbesteding levering werkkleding, veiligheidskleding en beschermingsmiddelen voor publieke diensten",Task_2
57109,1,57109,Correctief onderhoud Stuwen/dammen en bijkomende werkzaamheden (DIG-7691),"Het uitvoeren van vervangend onderhoud van stuwen, dammen, inlaten en verwant kleinschalig werk (bestratings- en grondwerk) op objecten binnen het beheergebied van Rijnland.",Zijn er aanbestedingen voor onderhoud aan waterwerken inclusief grondwerk?,Task_3
21524,1,21524,EA inhuur particuliere BOA's.,De gemeente Amsterdam zoekt (in opdracht van stadsdelen en handhaving en toezicht) leveranciers voor de opdracht van inhuur van bevoegde Buitengewoon OpsporingsAmbtenaren (BOA's). Deze worden ingezet in de openbare ruimte.,Zoek aanbestedingen voor inhuur van bevoegde BOA's openbare ruimte,Task_1
44013,1,44013,Het inhuren van externe .NET medior en senior ontwikkelaars en .NET experten die het Departement Landbouw en Visserij zullen bijstaan bij het ontwikkelen van gebruikersspecifieke toepassingen.,"Deze opdracht betreft het inhuren van externe .NET medior en senior ontwikkelaars en .NET experten die het Departement Landbouw en Visserij zullen bijstaan bij het ontwikkelen van gebruikersspecifieke toepassingen.De technische en functionele bepalingen waaraan deze implementatie moet voldoen, staan opgesomd in deel III van dit bestek.",Aanbesteding inhuren .NET ontwikkelaars overheid voor gebruikersspecifieke toepassingen,Task_2
52194,1,52194,OM 10600037317 Projectleider.,OM wenst een Projectleider in te huren.,Zijn er aanbestedingen voor het inhuren van een projectleider?,Task_3
12934,1,12934,Loopbaanbegeleiders Mobiliteitscentrum Jeugdzorg Limburg,Begeleiding van boventalllige jeugdzorgwerknemers zoveel mogelijk van werk naar werk.,Aanbestedingen voor outplacement van overtollig personeel in de zorg,Task_1
42244,1,42244,"Zaaknr. 31084307: het leveren van scheepsbrandstof voor vaartuigen van de Rijksrederij en de Nationale Politie, lokale afname.",Het leveren van scheepsbrandstof aan vaartuigen van de Rijksrederij en Nationale Politie.,Informatie over aanbesteding levering brandstof voor overheids- en politiediensten,Task_2
112819,1,112819,Restafval gemeente Voorschoten,Verwerking van restafval van de gemeente Voorschoten in 2023.,Bevestigen aanbestedingen dat gemeenten restafvalverwerking uitbesteden?,Task_3
116697,1,116697,Europese aanbesteding bedrijfsverhuizingen ten behoeve van het Ministerie van Defensie.,"Het doel van de aanbesteding is:het sluiten van één (1) Raamovereenkomst met één (1) Opdrachtnemer voor het uitvoeren van bedrijfsverhuizingen inclusief het herinrichten, plaatsen en monteren van werkplekken en voorzieningen.",Zoek aanbestedingen voor bedrijfsverhuizingen inclusief inrichting en montage werkplekken.,Task_1
80832,1,80832,Europese aanbesteding LAS/LVS systeem.,Levering van leerlingen administratie-/leerlingen volg systeem aan onderwijsstichting MOVARE.,Aanbesteding systeem leerlingenadministratie en volgsysteem onderwijs.,Task_2
41482,1,41482,"Bestek 2013-31 ""Hasselterweg 2e fase"" en Bestek 2013-31A ""Hasselterweg 2e fase geluidswal"" te Zwolle",a. Het werk bestaat in hoofdzaak uit:,Deze aanbesteding introduceert de voornaamste projectonderdelen.,Task_3
5309,1,5309,Projectmanagementdiensten,"De gemeente Heerenveen is voornemens om een projectmanagementorganisatie te selecteren om een nieuwbouwproject voor het nieuwe gemeentekantoor te gaan begeleiden. De beoogde nieuwbouwlocatie is de huidige plek van het gemeentekantoor. Sloop van de bestaande opstallen maakt dan ook onderdeel uit van de opgave, evenals projectmanagement van de renovatie van het monumentale stadhuis - Crackstate genaamd - dat aan de nieuwbouw geschakeld zal worden.",Projectmanagement nieuwbouw kantoorgebouw met sloop en monumentale renovatie gezocht.,Task_1
50180,1,50180,150620 — 1930 IV — Bedrijfsvoering Privacy Officer.,"Gemeente Amsterdam heeft regelmatig behoefte aan externe inhuur van diverse expertise en capaciteit. Gemeente Amsterdam nodigt geïnteresseerde ondernemers voor de vakgebieden uit om zich te registreren op het CTM platform en aan te melden voor het platform Externe inhuur. Ondernemers kunnen zich aanmelden voor 1 of meerdere vakgebieden binnen. Zodra gemeente Amsterdam behoefte heeft aan externe inhuur, wordt de offerteaanvraag in het platform Externe inhuur uitgezet. Ondernemers kunnen zich aanmelden voor de het platform Externe inhuur conform de minimaal gestelde eisen. Aan de toelating kan geen recht op opdrachten worden ontleend.Het platform Externe inhuur voor externe inhuur heeft betrekking op functies in de volgende vakgebieden (onder voorbehoud van ontwikkelingen/uitbreidingen): — Arbo – (Bouw) technisch — Communicatie — Facilitair — Financieel — Personeel en Organisatie — ICT — Inkoop — Interim management en Advies — Juridisch — Grondzaken en gebiedsontwikkeling — Sport.",Welke vakgebieden zijn nodig voor externe expertise bij overheidsprojecten?,Task_2
17852,1,17852,Europese openbare aanbestedingsprocedure Eendaags busvervoer Atlas College.,Deze aanbesteding betreft het busvervoer van leerlingen tijdens eendaagse reizen (dagritten). Opdrachtgever kan naast het vervoer tevens aanvullende diensten vragen.,Leerlingenvervoer per bus voor dagreizen bevat opties voor aanvullende diensten.,Task_3
95561,1,95561,Kantoorpost,"Deze aanbesteding 'Kantoorpost' heeft betrekking op de verzending van ‘losse’ binnenlandse en buitenlandse post van de aanbestedende dienst, wat niet direct wordt aangemerkt als partij of bulk. Het gaat voor 80 % om poststukken met een gewicht van max. 20 gram. Het betreft post die machinaal aangebrachte adressering bevat. De post is gericht aan zowel postbussen als ook straatadressen en wordt verzonden vanuit het kantoor van BsGW te Roermond.Verdere informatie omtrent de opdracht is te vinden in de aanbestedingsleidraad en bijlagen, die te vinden zijn onder 'documenten'. Alle ondernemers die aan de eisen voldoen worden uitgenodigd een inschrijving in te dienen, zelfstandig, als samenwerkingsverband en/of door een beroep te doen op derden.",Opdracht voor verzending van machinaal geadresseerde post tot twintig gram?,Task_1
37710,1,37710,"Verwerking van (grof) restafval, gft-afval en grof tuinafval van gemeente Lansingerland en gemeente Zoetermeer","Verwerking van (grof) restafval, gft-afval en grof tuinafval van gemeente Lansingerland en gemeente Zoetermeer","Uitleg over afvalverwerking van restafval, gft en tuinafval door gemeenten",Task_2
4616,1,4616,Kantoormeubilair en aanverwante producten KVK,Kantoormeubilair en aanverwante producten,Welke aanbestedingen bevestigen investeringen in moderne kantoorinrichting en uitrusting?,Task_3
131119,1,131119,Raamovereenkomst voor schoonmaak van diverse stadslocaties en eventueel andere entiteiten tegen resultaatsverbintenis.,Raamovereenkomst voor schoonmaak van diverse stadslocaties en eventueel andere entiteiten tegen resultaatsverbintenis.,Aanbestedingen voor schoonmaak van diverse publieke locaties op basis van resultaat.,Task_1
127852,1,127852,W-(infra) installaties energie centrale + leidingentunnel.,"Het azM is voornemens om de werktuigbouwkundige infrastructuur t.b.v. de revitalisatie van de energiecentrale alsmede de leidingtunnel naar het Verheylaan 10 gebouw in de markt te zetten.De aanbesteding geschiedt volgens de openbare procedure (de openbare procedure is een aanbestedingsprocedure met maar één ronde, waarop iedere ondernemer mag inschrijven) conform de Europese richtlijn voor overheidsopdrachten 2004/18/EG en de daaruit voortvloeiende “Aanbestedingswet 2012” van 1.11.2012.Gunning vindt plaats op basis van gunningscriterium 'economisch meest voordelige inschrijving'.",Wat houdt de openbare aanbestedingsprocedure met één ronde in?,Task_2
89390,1,89390,Adviseringsdiensten voor planschade en nadeelscompensatie,Middels deze Europese openbare aanbestedingsprocedure wenst de Rijksdienst voor Ondernemend Nederland met maximaal drie (3) onafhankelijk deskundige bureau's raamovereenkomsten te sluiten voor de uitvoering van adviseringsdiensten voor ingediende schadeclaims op het gebied van Planschade en Nadeelcompensatie voor Rijksenergieprojecten. Vooraf niet bekend.,De overheid vraagt extern advies over schadeclaims bij energieprojecten.,Task_3
71146,1,71146,Dienstverlening voor langdurige zuurstoftherapie bij de patiënt thuis.,"Het uitbesteden, aan een medico-technische dienstverlener, van toestellen/vloeibarezuurstof aan huis in het kader van de langdurige zuurstoftherapie thuis, alsook een all in servicegedurende de termijn van 3 jaar en 3 keer verlengbaar met 1 jaar.Dit omvat onder meer het volgende:- het ter beschikking stellen van alle nodige toestellen- het ter beschikking stellen van alle voor de therapie benodigd medisch materiaal- installatie/onderhoud/herstel van de ter beschikking gestelde toestellen, indien nodig bij de patient thuisMomenteel zijn er ongeveer 52000 behandeldagen per jaar, verdeeld over de 2 campussen.",Aanbesteding medische apparatuur en zuurstofvoorziening thuis met volledige service,Task_1
128012,1,128012,Herontwikkeling Seeligkazerne te Breda – Ontwerpopdracht.,Scholengemeenschap De Rooi Pannen is voornemen de Seeligkazerne te Breda te herontwikkelen tot een onderwijsgebouw voor de onderwijsafdelingen MBO Horeca en MBO Toerisme/Recreatie. In de selectiefase wordt beoogd tot een selectie van vijf geschikte architectenbureaus (gegadigden) te komen in het kader van de integrale ontwerpopdracht voor de herontwikkeling van de Seeligkazerne te Breda. In de gunningsfase wordt aan de geselecteerde architectenbureaus gevraagd een ontwerpteam samen te stellen.,Criteria selectie architectenbureaus herontwikkeling onderwijsgebouw MBO opleidingen,Task_2
123885,1,123885,Europese aanbesteding catering - gemeente Bronckhorst,Europese Aanbesteding cateringdiensten gemeente Bronckhorst,Europese aanbestedingen voor cateringdiensten door gemeenten bestaan.,Task_3
56144,1,56144,"Raamovereenkomst: Houten Beschoeiingschotten en beschoeiingpalen t.b.v. Grond, Weg en Waterbouw","Het op afroep en naar behoefte leveren van houten beschoeiingsschotten en beschoeiingspalen t.b.v. de Grond, Weg en Waterbouw.",Aanbestedingen houten materialen voor oeverbescherming GWW op afroep,Task_1
7619,1,7619,Leer- en ontwikkelplatform,"Meerinzicht wil, namens de gemeenten Ermelo, Harderwijk en Zeewolde en de GR Meerinzicht, onderzoek doen naar de mogelijkheden van een leer- en ontwikkelplatform binnen de deelnemende organisaties.Het doel van de marktconsultatie is informatie-uitwisseling met marktpartijen voor een mogelijke aanbesteding.Dit is dus geen aanbesteding van een overheidsopdracht.Door middel van deze marktconsultatie wensen we inzicht te krijgen in de (on)mogelijkheden van de markt ter voorbereiding op een mogelijke aanbesteding.",Informatiebehoefte over marktconsultatie leer- en ontwikkelplatform gemeentelijke organisaties,Task_2
80091,1,80091,Europees openbare aanbesteding Wmo Hulpmiddelen,Raamovereenkomst met één onderneming,Welke aanbestedingen bevestigen raamcontracten met een enkele leverancier?,Task_3
31988,1,31988,Diensten Ruimtelijke Ordening,"De OWO-gemeenten hebben het voornemen om meerdere leveranciers te contracteren middels raamovereenkomsten voor ingenieursdiensten voor beleidsplannen met betrekking tot de fysieke leefomgeving, onderdeel: Planologie in verschillende disciplines.In algemene termen omvat deze raamovereenkomst producten welke een bijdrage leveren aan de ruimtelijke kwaliteit van de OWO-gemeenten en die hun basis vinden in de Wet Ruimtelijke Ordening (Wro) tot 1-1-2023 en de Omgevingswet (Ow) die naar verwachting gaat gelden op 1-1-2023. De overgangsperiode Wro en Omgevingswet maakt deel uit van deze raamovereenkomst.",Aanbestedingen voor planologisch advies ruimtelijke kwaliteit en omgevingsvraagstukken,Task_1
3473,1,3473,Europese aanbesteding beheerorganisatie RVKO,"De Rotterdamse Vereniging voor Katholiek Onderwijs (hierna RVKO) is voornemens de organisatie van de beheeractiviteiten ten behoeve van het onderhoud van haar vastgoedportefeuille aan te besteden. Het voornaamste doel van deze aanbesteding is om op een objectieve, transparante wijze één beheerorganisatie te selecteren, welke primair invulling geeft aan de tactische en operationele werkzaamheden ten aanzien van het beheer en onderhoud en secundair een bijdrage levert aan de verwezenlijking van de ambities van de RVKO. Het betreft een overeenkomst van 3 jaar met 2 maal de mogelijkheid om met 1 jaar te verlengen.

De portefeuille bestaat uit 105 schoolgebouwen gelegen in Rotterdam en 9 randgemeenten. De schoolgebouwen hebben een omvang van circa 150.000 m2 bruto vloeroppervlak en huisvesten in totaal ruim 22.000 leerlingen. Het juridisch eigendom van de schoolgebouwen ligt voor ongeveer twee derde van de objecten bij de RVKO en voor een derde bij derden, voornamelijk gemeenten. Zie selectieleidraad.",Aanbesteding beheeronderhoud schoolvastgoed: selectie criteria en omvang portfolio.,Task_2
43776,1,43776,Aankoop van ICT security producten en oplossingen,UZ Leuven wenst een contract met meerdere leveranciers af te sluiten om ahv. mini-competities specifieke opdrachten en contracten ivm. ICT security te kunnen gunnen.,Aanbestedingen voor ICT beveiliging via raamovereenkomsten met mini-competities zijn actueel.,Task_3
86513,1,86513,Levering ijzer(tri)chloride (FeCl3),"Inschrijver dient minimaal het volgende product te kunnen leveren gedurende de looptijd van de overeenkomst: 
ijzer(tri)chloride oplossing (40%), 
gehalte ijzer(tri)chloride: 39%-41% (w/w)
ijzergehalte 13,4%-14,2% (w/w)
ABM-classificatie B of C. 230 ton Fe/jaar","Aanbestedingen voor ijzeroplossing met ijzergehalte 13,4-14,2% en classificatie B of C.",Task_1
73724,1,73724,Europese aanbesteding onderwijsmeubilair,Het doel van deze aanbesteding is het contracteren van een Inschrijver voor de levering van,Welk doel dient het contracteren van een inschrijver bij leveringen?,Task_2
85633,1,85633,Besloten Taxivervoer perceel 1 Besloten Landelijk Taxivervoer,"Let op: deze aanbesteding bestaat uit 2 percelen: Perceel 1 Besloten Landelijk Taxivervoer en perceel 2: Besloten Landelijk VIP taxivervoer. Dit betreft de afmelding van perceel 1. Afmelding van perceel 2 volgt later afzonderlijk.
De aankondiging van deze aanbestding is in september 2023 gepubliceerd via Negometrix onder nummer 224802. Vanwege het sluiten van Negometrix is afmelding via Negometrix niet meer mogelijk.",Is afmelding van alle percelen voor vervoer reeds voltooid?,Task_3
39696,1,39696,Bureaustoelen t.b.v. het College voor zorgverzekeringen,Het College voor zorgverzekeringen verzoekt u een offerte uit te brengen voor de levering van 100 bureaustoelen in 2013 en 100 bureaustoelen in 2014.,Welke aanbestedingen vragen om jaarlijkse levering van honderd bureaustoelen?,Task_1
